2018-07-19 22:26:24	从仓库中取出了1个car
2018-07-19 22:26:25	从仓库中取出了1个car
2018-07-19 22:26:25	从仓库中取出了1个car
2018-07-19 22:26:25	从仓库中取出了1个car
2018-07-19 22:26:25	从仓库中取出了1个car
2018-07-19 22:26:25	从仓库中取出了1个car
2018-07-19 22:26:25	从仓库中取出了1个car
2018-07-19 22:26:25	从仓库中取出了1个car
2018-07-19 22:26:26	从仓库中取出了1个car
2018-07-19 22:26:26	从仓库中取出了1个car
2018-07-19 22:26:26	从仓库中取出了1个car
2018-07-19 22:26:26	从仓库中取出了1个car
2018-07-19 22:26:26	从仓库中取出了1个car
2018-07-19 22:26:26	从仓库中取出了1个car
2018-07-19 22:26:26	从仓库中取出了1个car
2018-07-19 22:36:37	从仓库中取出了1个car
2018-07-19 22:36:38	从仓库中取出了3个car
2018-07-19 22:43:49	从仓库中取出了1个car
2018-07-19 22:43:49	从仓库中取出了3个car
2018-07-19 22:43:49	从仓库中取出了2个car
2018-07-19 22:47:44	从仓库中取出了2个car
2018-07-19 22:49:43	从仓库中取出了2个car
2018-07-19 22:49:44	从仓库中取出了1个car
2018-07-19 22:50:20	从仓库中取出了2个car
2018-07-19 22:50:20	从仓库中取出了1个car
2018-07-19 22:50:20	从仓库中取出了3个car
2018-07-19 22:51:20	从仓库中取出了1个car
2018-07-19 22:52:09	从仓库中取出了5个car
2018-07-19 22:54:36	从仓库中取出了3个car
2018-07-19 23:27:08	在仓库中添加了7个car
2018-07-19 23:28:01	在仓库中添加了6个car
2018-07-19 23:28:43	在仓库中添加了3个qwer
2018-07-19 23:30:02	从仓库中取出了1个car
2018-07-19 23:33:51	在仓库中添加了3个abc
2018-07-19 23:47:31	在仓库中添加了6个esvx
2018-07-19 23:51:48	从仓库中取出了6个car
2018-07-19 23:53:29	在仓库中添加了14个njio
2018-07-20 09:24:47	从仓库中取出了5个car
2018-07-20 09:26:50	在仓库中添加了3个car
2018-07-20 09:30:29	在仓库中添加了3个发多少份
2018-07-20 09:31:15	从仓库中取出了3个abc
2018-07-20 09:31:46	在仓库中添加了32个噶爱过
